0,1473.0,207.0,292.0,883.0,,,,,,,,,,,,,,
0,2.0,1473.0,137.0,512.0,19.0,,,,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
6,1473.0,234.0,89.0,,,,,,,,,,,,,,,
10,235.0,153.0,1473.0,236.0,330.0,1473.0,1473.0,884.0,,,,,,,,,,
3,593.0,1473.0,,,,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,1473.0,885.0,122.0,1473.0,442.0,,,,,,,,,,
0,21.0,443.0,94.0,298.0,299.0,,,,,,,,,,,,,
1,4.0,444.0,45.0,192.0,1473.0,300.0,107.0,,,,,,,,,,,
6,1473.0,1139.0,,,,,,,,,,,,,,,,
0,21.0,435.0,1473.0,594.0,23.0,445.0,,,,,,,,,,,,
3,1140.0,1473.0,1473.0,2.0,1473.0,1473.0,,,,,,,,,,,,
3,886.0,446.0,,,,,,,,,,,,,,,,
0,1473.0,63.0,388.0,1473.0,188.0,,,,,,,,,,,,,
0,331.0,1473.0,1473.0,1473.0,1473.0,178.0,,,,,,,,,,,,
6,331.0,1473.0,56.0,,,,,,,,,,,,,,,
15,858.0,1473.0,99.0,81.0,1473.0,1473.0,,,,,,,,,,,,
1,4.0,1473.0,1141.0,22.0,1473.0,,,,,,,,,,,,,
0,5.0,13.0,723.0,724.0,278.0,,,,,,,,,,,,,
6,8.0,18.0,1473.0,1473.0,1.0,513.0,1473.0,1473.0,,,,,,,,,,
0,49.0,2.0,332.0,1473.0,1473.0,1473.0,1473.0,1473.0,,,,,,,,,,
0,5.0,1473.0,389.0,1473.0,109.0,,,,,,,,,,,,,
0,887.0,888.0,1142.0,,,,,,,,,,,,,,,
15,1473.0,1473.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,1143.0,1473.0,,,,,,,,,,,,,,,
0,176.0,1473.0,,,,,,,,,,,,,,,,
0,90.0,447.0,444.0,514.0,1473.0,,,,,,,,,,,,,
0,1473.0,24.0,,,,,,,,,,,,,,,,
0,12.0,165.0,301.0,2.0,1473.0,440.0,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,
6,1473.0,442.0,,,,,,,,,,,,,,,,
10,889.0,302.0,595.0,333.0,1473.0,27.0,725.0,1473.0,2.0,136.0,,,,,,,,
0,13.0,376.0,19.0,1473.0,,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,,
3,166.0,1473.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,712.0,1473.0,1473.0,1473.0,139.0,,,,,,,,,,,,
7,448.0,390.0,1473.0,890.0,,,,,,,,,,,,,,
0,62.0,27.0,1473.0,891.0,,,,,,,,,,,,,,
1,391.0,303.0,596.0,255.0,,,,,,,,,,,,,,
5,1473.0,2.0,438.0,,,,,,,,,,,,,,,
0,1473.0,2.0,1473.0,1473.0,1144.0,,,,,,,,,,,,,
1,1473.0,1473.0,123.0,,,,,,,,,,,,,,,
1145,1473.0,449.0,1473.0,1473.0,45.0,175.0,,,,,,,,,,,,
0,100.0,91.0,44.0,892.0,1473.0,2.0,515.0,516.0,1473.0,,,,,,,,,
0,1146.0,1473.0,1473.0,2.0,1473.0,,,,,,,,,,,,,
296,1473.0,1473.0,0.0,21.0,,,,,,,,,,,,,,
0,334.0,1473.0,1473.0,893.0,19.0,,,,,,,,,,,,,
0,145.0,1473.0,726.0,140.0,1473.0,,,,,,,,,,,,,
10,35.0,166.0,152.0,1473.0,1473.0,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,19.0,,,,,,,,,,,
0,727.0,186.0,1147.0,2.0,,,,,,,,,,,,,,
0,67.0,22.0,13.0,9.0,2.0,83.0,597.0,1473.0,598.0,,,,,,,,,
1,8.0,18.0,10.0,154.0,1473.0,1473.0,,,,,,,,,,,,
0,1473.0,1473.0,41.0,,,,,,,,,,,,,,,
1,4.0,381.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
1,4.0,16.0,9.0,,,,,,,,,,,,,,,
0,1473.0,8.0,1148.0,101.0,1473.0,1473.0,,,,,,,,,,,,
0,392.0,2.0,1473.0,1473.0,728.0,1149.0,,,,,,,,,,,,
0,599.0,304.0,894.0,,,,,,,,,,,,,,,
0,1473.0,46.0,,,,,,,,,,,,,,,,
5,1150.0,1151.0,36.0,1152.0,305.0,1153.0,,,,,,,,,,,,
0,729.0,1473.0,895.0,706.0,1473.0,256.0,,,,,,,,,,,,
0,1473.0,600.0,,,,,,,,,,,,,,,,
0,86.0,1473.0,335.0,722.0,,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,,
1,1473.0,99.0,34.0,896.0,,,,,,,,,,,,,,
1473,123.0,,,,,,,,,,,,,,,,,
1,31.0,29.0,1154.0,1473.0,153.0,164.0,,,,,,,,,,,,
0,26.0,230.0,62.0,1473.0,25.0,22.0,1473.0,208.0,,,,,,,,,,
0,1473.0,1473.0,,,,,,,,,,,,,,,,
0,179.0,897.0,2.0,1473.0,898.0,1473.0,1473.0,1155.0,336.0,1473.0,,,,,,,,
0,393.0,1473.0,1473.0,2.0,209.0,,,,,,,,,,,,,
3,256.0,54.0,3.0,80.0,1473.0,1473.0,,,,,,,,,,,,
1,4.0,1473.0,881.0,1473.0,47.0,90.0,1156.0,,,,,,,,,,,
0,5.0,517.0,114.0,9.0,,,,,,,,,,,,,,
6,8.0,18.0,1473.0,1473.0,1473.0,390.0,40.0,1473.0,,,,,,,,,,
0,2.0,1473.0,324.0,730.0,1473.0,,,,,,,,,,,,,
0,5.0,7.0,179.0,1157.0,1473.0,,,,,,,,,,,,,
0,237.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,
0,899.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,
1,4.0,67.0,22.0,62.0,210.0,1473.0,105.0,,,,,,,,,,,
0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,,
6,211.0,238.0,82.0,,,,,,,,,,,,,,,
1,4.0,16.0,1473.0,130.0,1473.0,1473.0,450.0,1473.0,1473.0,1158.0,900.0,901.0,869.0,14.0,,,,
3,59.0,239.0,1159.0,586.0,586.0,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
0,1473.0,1473.0,451.0,1473.0,2.0,1160.0,,,,,,,,,,,,
10,1473.0,2.0,1473.0,1473.0,232.0,1159.0,239.0,1473.0,1159.0,239.0,14.0,,,,,,,
7,1473.0,1473.0,93.0,60.0,180.0,,,,,,,,,,,,,
0,1473.0,22.0,254.0,1473.0,853.0,63.0,394.0,518.0,,,,,,,,,,
0,33.0,5.0,1473.0,,,,,,,,,,,,,,,
0,601.0,238.0,731.0,239.0,239.0,1473.0,239.0,239.0,239.0,239.0,14.0,,,,,,,
395,448.0,113.0,,,,,,,,,,,,,,,,
3,1473.0,1473.0,,,,,,,,,,,,,,,,
0,441.0,602.0,167.0,51.0,42.0,1161.0,,,,,,,,,,,,
0,2.0,150.0,396.0,178.0,1473.0,1162.0,1473.0,1162.0,1473.0,14.0,,,,,,,,
0,1473.0,1473.0,1473.0,139.0,,,,,,,,,,,,,,
0,902.0,732.0,1473.0,1473.0,1473.0,903.0,1473.0,1473.0,278.0,,,,,,,,,
397,252.0,1473.0,64.0,1473.0,1163.0,,,,,,,,,,,,,
296,185.0,0.0,,,,,,,,,,,,,,,,
9,25.0,391.0,,,,,,,,,,,,,,,,
1,4.0,187.0,1164.0,,,,,,,,,,,,,,,
0,306.0,1473.0,110.0,,,,,,,,,,,,,,,
0,230.0,13.0,1473.0,48.0,,,,,,,,,,,,,,
1,8.0,18.0,0.0,21.0,1473.0,206.0,337.0,,,,,,,,,,,
0,1473.0,274.0,1473.0,603.0,,,,,,,,,,,,,,
0,733.0,2.0,1165.0,338.0,1473.0,1473.0,,,,,,,,,,,,
3,23.0,1473.0,904.0,,,,,,,,,,,,,,,
0,734.0,1473.0,1473.0,1473.0,1473.0,905.0,519.0,1473.0,519.0,1473.0,,,,,,,,
0,1473.0,240.0,,,,,,,,,,,,,,,,
0,57.0,1473.0,124.0,1473.0,1473.0,56.0,,,,,,,,,,,,
3,906.0,108.0,37.0,1473.0,1473.0,,,,,,,,,,,,,
3,1166.0,23.0,93.0,60.0,,,,,,,,,,,,,,
3,26.0,1167.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
431,44.0,,,,,,,,,,,,,,,,,
0,1168.0,907.0,22.0,1473.0,,,,,,,,,,,,,,
178,1473.0,398.0,,,,,,,,,,,,,,,,
1,4.0,16.0,181.0,168.0,1473.0,,,,,,,,,,,,,
0,2.0,908.0,132.0,306.0,,,,,,,,,,,,,,
735,1169.0,446.0,,,,,,,,,,,,,,,,
0,339.0,27.0,1473.0,,,,,,,,,,,,,,,
0,132.0,236.0,452.0,,,,,,,,,,,,,,,
0,115.0,2.0,95.0,,,,,,,,,,,,,,,
3,399.0,52.0,109.0,1473.0,19.0,1473.0,2.0,909.0,1473.0,1170.0,1473.0,109.0,1473.0,,,,,
3,1473.0,257.0,1171.0,1473.0,453.0,,,,,,,,,,,,,
0,230.0,12.0,69.0,1473.0,13.0,1473.0,,,,,,,,,,,,
1,18.0,1473.0,910.0,520.0,1473.0,,,,,,,,,,,,,
0,136.0,1473.0,2.0,44.0,374.0,,,,,,,,,,,,,
6,1473.0,1473.0,82.0,,,,,,,,,,,,,,,
0,1473.0,70.0,1473.0,,,,,,,,,,,,,,,
1,17.0,125.0,1473.0,1473.0,,,,,,,,,,,,,,
0,1473.0,46.0,,,,,,,,,,,,,,,,
0,133.0,1172.0,70.0,1473.0,1473.0,,,,,,,,,,,,,
0,2.0,61.0,1473.0,374.0,1173.0,,,,,,,,,,,,,
10,604.0,7.0,1473.0,1473.0,143.0,241.0,1473.0,454.0,605.0,909.0,,,,,,,,
0,13.0,1473.0,48.0,,,,,,,,,,,,,,,
0,396.0,1473.0,,,,,,,,,,,,,,,,
0,1174.0,36.0,1473.0,1473.0,,,,,,,,,,,,,,
0,1473.0,35.0,9.0,2.0,1473.0,1473.0,254.0,1473.0,,,,,,,,,,
0,332.0,49.0,1473.0,58.0,1473.0,,,,,,,,,,,,,
10,1473.0,72.0,1473.0,911.0,1473.0,,,,,,,,,,,,,
0,185.0,1473.0,,,,,,,,,,,,,,,,
0,736.0,1473.0,857.0,,,,,,,,,,,,,,,
3,71.0,294.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,46.0,,,,,,,,,,,,,,,,
0,1473.0,,,,,,,,,,,,,,,,,
0,455.0,597.0,737.0,8.0,1175.0,102.0,,,,,,,,,,,,
0,1176.0,1473.0,1473.0,58.0,69.0,193.0,,,,,,,,,,,,
3,1473.0,340.0,912.0,37.0,,,,,,,,,,,,,,
15,1473.0,376.0,146.0,212.0,,,,,,,,,,,,,,
0,1177.0,2.0,1136.0,,,,,,,,,,,,,,,
0,44.0,913.0,914.0,1473.0,1178.0,,,,,,,,,,,,,
0,307.0,2.0,5.0,1473.0,1473.0,184.0,,,,,,,,,,,,
0,20.0,55.0,308.0,242.0,521.0,,,,,,,,,,,,,
0,51.0,144.0,738.0,1473.0,,,,,,,,,,,,,,
0,11.0,20.0,508.0,66.0,,,,,,,,,,,,,,
0,35.0,1473.0,1473.0,1473.0,1179.0,1473.0,,,,,,,,,,,,
1,1473.0,51.0,54.0,391.0,,,,,,,,,,,,,,
1,4.0,98.0,915.0,304.0,894.0,1180.0,,,,,,,,,,,,
0,1473.0,243.0,1473.0,258.0,,,,,,,,,,,,,,
0,1473.0,2.0,212.0,,,,,,,,,,,,,,,
1,1473.0,1473.0,916.0,,,,,,,,,,,,,,,
0,1181.0,1182.0,456.0,1473.0,400.0,,,,,,,,,,,,,
3,30.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,
6,8.0,18.0,1183.0,508.0,1473.0,,,,,,,,,,,,,
10,1473.0,302.0,1473.0,1473.0,1473.0,109.0,,,,,,,,,,,,
1,1473.0,5.0,910.0,520.0,77.0,,,,,,,,,,,,,
1,1184.0,184.0,,,,,,,,,,,,,,,,
0,1185.0,1473.0,739.0,259.0,1473.0,917.0,,,,,,,,,,,,
0,111.0,1473.0,,,,,,,,,,,,,,,,
1,4.0,918.0,147.0,1473.0,,,,,,,,,,,,,,
1473,1473.0,0.0,,,,,,,,,,,,,,,,
0,919.0,1473.0,16.0,40.0,446.0,,,,,,,,,,,,,
0,137.0,55.0,457.0,1473.0,58.0,1473.0,276.0,68.0,,,,,,,,,,
3,606.0,1473.0,,,,,,,,,,,,,,,,
0,86.0,711.0,,,,,,,,,,,,,,,,
3,7.0,116.0,1186.0,1473.0,458.0,,,,,,,,,,,,,
0,2.0,517.0,1473.0,1473.0,,,,,,,,,,,,,,
0,740.0,2.0,169.0,,,,,,,,,,,,,,,
6,8.0,607.0,1473.0,1473.0,608.0,,,,,,,,,,,,,
3,1473.0,1473.0,,,,,,,,,,,,,,,,
3,741.0,1473.0,1473.0,522.0,35.0,,,,,,,,,,,,,
0,233.0,920.0,1473.0,1473.0,16.0,1473.0,1473.0,,,,,,,,,,,
3,50.0,309.0,,,,,,,,,,,,,,,,
0,2.0,22.0,921.0,1187.0,523.0,1188.0,1473.0,,,,,,,,,,,
0,146.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,
1,1473.0,1473.0,742.0,743.0,,,,,,,,,,,,,,
3,54.0,1189.0,1473.0,54.0,3.0,1473.0,1473.0,1473.0,609.0,1473.0,,,,,,,,
0,922.0,295.0,76.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,,
0,100.0,7.0,141.0,213.0,524.0,,,,,,,,,,,,,
0,258.0,27.0,9.0,,,,,,,,,,,,,,,
3,7.0,22.0,525.0,279.0,610.0,341.0,1190.0,1473.0,,,,,,,,,,
0,21.0,342.0,1473.0,1191.0,1192.0,1473.0,1473.0,1193.0,,,,,,,,,,
1,4.0,1473.0,611.0,162.0,,,,,,,,,,,,,,
0,176.0,1473.0,1473.0,1473.0,,,,,,,,,,,,,,
3,71.0,610.0,923.0,341.0,744.0,,,,,,,,,,,,,
3,1473.0,1473.0,,,,,,,,,,,,,,,,
924,1473.0,925.0,,,,,,,,,,,,,,,,
10,13.0,745.0,1473.0,1194.0,1473.0,1473.0,,,,,,,,,,,,
0,24.0,1473.0,1473.0,,,,,,,,,,,,,,,
0,1473.0,1473.0,401.0,295.0,1473.0,1473.0,1473.0,,,,,,,,,,,
3,7.0,926.0,1195.0,1473.0,,,,,,,,,,,,,,
1,612.0,1473.0,,,,,,,,,,,,,,,,
0,746.0,1473.0,343.0,391.0,1473.0,1473.0,25.0,,,,,,,,,,,
1,1473.0,85.0,,,,,,,,,,,,,,,,
0,922.0,295.0,76.0,,,,,,,,,,,,,,,
3,91.0,294.0,234.0,1473.0,927.0,928.0,1473.0,1473.0,,,,,,,,,,
0,1473.0,1473.0,2.0,149.0,2.0,5.0,,,,,,,,,,,,
3,747.0,1473.0,1473.0,126.0,459.0,1473.0,,,,,,,,,,,,
6,929.0,56.0,,,,,,,,,,,,,,,,
0,38.0,49.0,63.0,343.0,1473.0,1473.0,1473.0,1473.0,1473.0,,,,,,,,,
0,402.0,170.0,1473.0,1473.0,,,,,,,,,,,,,,
6,8.0,18.0,1196.0,1473.0,1473.0,727.0,930.0,744.0,,,,,,,,,,
0,25.0,1473.0,1473.0,1473.0,931.0,,,,,,,,,,,,,
3,59.0,87.0,1473.0,,,,,,,,,,,,,,,
1,4.0,1137.0,1197.0,403.0,1473.0,,,,,,,,,,,,,
3,298.0,299.0,306.0,748.0,1473.0,98.0,1473.0,1473.0,,,,,,,,,,
0,185.0,35.0,5.0,171.0,1473.0,,,,,,,,,,,,,
0,932.0,1473.0,1473.0,1473.0,933.0,,,,,,,,,,,,,
3,712.0,101.0,934.0,935.0,1198.0,,,,,,,,,,,,,
0,936.0,1473.0,,,,,,,,,,,,,,,,
0,2.0,1199.0,1473.0,1473.0,937.0,1473.0,107.0,,,,,,,,,,,
1,4.0,749.0,1473.0,1473.0,1200.0,,,,,,,,,,,,,
0,28.0,1473.0,19.0,,,,,,,,,,,,,,,
0,1473.0,1201.0,526.0,1473.0,1473.0,55.0,308.0,242.0,2.0,1202.0,,,,,,,,
0,81.0,1473.0,613.0,1473.0,1473.0,613.0,,,,,,,,,,,,
0,5.0,260.0,3.0,750.0,181.0,168.0,,,,,,,,,,,,
0,93.0,60.0,23.0,1473.0,527.0,,,,,,,,,,,,,
